chr1	1773089	1773228
chr1	1839006	1839213
chr1	9241738	9242829
chr1	15059598	15059981
chr1	17770100	17770218
chr1	20460105	20460343
chr1	21723072	21723304
chr1	25298757	25299244
chr1	29565835	29566017
chr1	31220936	31221344
chr1	31939735	31940059
chr1	33990273	33990507
chr1	37182830	37183000
chr1	37566040	37566324
chr1	38412661	38412882
chr1	41947899	41948349
chr1	42998892	42999086
chr1	43187661	43187897
chr1	43618556	43618820
chr1	45265369	45266041
chr1	46423134	46423352
chr1	58672600	58672783
chr1	62902363	62902650
chr1	65631524	65631532
chr1	68152182	68152691
chr1	69520884	69521299
chr1	72466427	72466882
chr1	82691919	82692087
chr1	91852729	91853204
chr1	93688780	93689230
chr1	98981878	98982128
chr1	101992433	101992695
chr1	108113077	108113205
chr1	111756959	111757534
chr1	116381839	116382158
chr1	117421523	117422224
chr1	121484066	121485467
chr1	144010356	144011222
chr1	149035172	149035497
chr1	149223755	149224106
chr1	152450049	152450385
chr1	153539981	153540281
chr1	153763667	153763856
chr1	153918915	153918958
chr1	154832448	154832720
chr1	155214506	155214738
chr1	156093557	156094044
chr1	156186200	156186672
chr1	160312915	160313093
chr1	162064258	162064577
chr1	168473385	168473663
chr1	172501968	172502188
chr1	180485057	180485691
chr1	180991960	180992308
chr1	181068729	181069038
chr1	181103684	181104824
chr1	181490864	181491485
chr1	182612941	182613213
chr1	182730487	182730928
chr1	185606163	185606476
chr1	186745249	186745635
chr1	187377349	187377558
chr1	199918063	199918594
chr1	201437756	201438599
chr1	202025755	202026115
chr1	202971624	202971961
chr1	203275583	203275950
chr1	204482356	204482381
chr1	204494047	204494455
chr1	206853293	206853356
chr1	206999882	207000344
chr1	207140902	207141126
chr1	208239221	208239509
chr1	208386956	208387583
chr1	209584950	209585345
chr1	209957786	209958194
chr1	210774252	210774290
chr1	212676198	212676410
chr1	212769582	212770243
chr1	214612687	214613247
chr1	215174950	215175495
chr1	218774367	218774632
chr1	219759102	219759532
chr1	221635710	221636002
chr1	222979156	222979512
chr1	224201328	224201612
chr1	227911404	227911637
chr1	230763509	230763842
chr1	231307359	231307656
chr1	231473598	231473796
chr1	233088589	233089078
chr1	233315325	233315433
chr1	233315586	233315705
chr1	234754049	234754596
chr1	234984866	234985292
chr1	235833142	235833806
chr1	235838246	235838897
chr1	244402612	244403210
chr1	244898555	244899235
chr1	246164331	246164959
chr1	249132321	249132372
chr10	2008450	2008754
chr10	11205170	11205316
chr10	12773417	12773593
chr10	13800269	13800680
chr10	13913036	13913288
chr10	16238952	16239095
chr10	21716634	21717144
chr10	30518934	30519392
chr10	33993475	33993664
chr10	36110160	36110534
chr10	38778041	38778217
chr10	38881695	38882091
chr10	39085754	39086044
chr10	39128779	39128954
chr10	42364603	42364859
chr10	42379802	42380533
chr10	42385024	42385569
chr10	42386707	42387501
chr10	42392528	42392905
chr10	42396803	42397280
chr10	42399185	42399880
chr10	42400109	42400723
chr10	42404334	42404663
chr10	42527213	42527673
chr10	42527927	42528320
chr10	42529216	42530460
chr10	42530508	42530794
chr10	42531421	42531602
chr10	42531808	42532022
chr10	42532351	42533029
chr10	42534686	42535232
chr10	42539191	42539370
chr10	42598068	42598202
chr10	42817816	42818343
chr10	44408182	44408397
chr10	45933906	45934145
chr10	49684458	49684731
chr10	51518030	51518504
chr10	55379468	55379857
chr10	59383897	59384180
chr10	61940056	61940203
chr10	72626318	72626503
chr10	74057785	74058469
chr10	89602793	89603329
chr10	90750912	90751298
chr10	91001590	91001936
chr10	98561314	98561607
chr10	102416226	102416472
chr10	107711899	107712214
chr10	109799562	109799916
chr10	115784472	115784874
chr10	118976323	118976647
chr10	120154421	120154606
chr10	125298446	125298899
chr10	125802795	125803039
chr10	125979816	125979934
chr10	129661535	129661824
chr11	3637332	3637549
chr11	4475400	4475592
chr11	4485419	4485795
chr11	5711433	5712121
chr11	6704516	6704693
chr11	9631344	9631868
chr11	10066113	10066552
chr11	27255657	27255716
chr11	32125665	32125677
chr11	32325274	32325526
chr11	34447373	34447657
chr11	47236339	47236828
chr11	48899013	48899297
chr11	51572001	51572308
chr11	51579433	51579664
chr11	51586811	51587129
chr11	51588886	51589161
chr11	57555872	57556304
chr11	60331074	60331602
chr11	61064991	61065433
chr11	61766598	61766905
chr11	64808659	64808972
chr11	65188505	65189053
chr11	65666583	65666947
chr11	66386658	66387092
chr11	67423814	67424074
chr11	68049587	68049893
chr11	85194990	85195280
chr11	86046547	86046698
chr11	94798536	94798909
chr11	97613995	97614428
chr11	100383291	100383580
chr11	108819055	108819259
chr11	109893292	109893607
chr11	111381037	111381361
chr11	118023944	118024022
chr11	119895727	119895935
chr11	122213046	122213359
chr11	125439202	125439474
chr12	2113536	2114177
chr12	2806406	2806543
chr12	4430575	4430912
chr12	6292234	6292519
chr12	6439368	6439633
chr12	10063695	10063990
chr12	10869992	10870388
chr12	15688223	15688584
chr12	19584644	19585336
chr12	20704212	20704536
chr12	22983977	22984255
chr12	39284010	39284356
chr12	40552617	40553115
chr12	48996038	48996351
chr12	50966039	50966355
chr12	51322210	51322443
chr12	52569871	52570114
chr12	57489976	57490253
chr12	59751623	59751910
chr12	62586606	62586957
chr12	64915861	64916524
chr12	68435883	68436120
chr12	69181326	69181621
chr12	69201764	69202099
chr12	69202406	69202971
chr12	75571830	75572077
chr12	76938474	76938780
chr12	77459700	77459968
chr12	78550864	78551496
chr12	81171937	81172185
chr12	92928197	92928407
chr12	93178045	93178685
chr12	93367308	93367802
chr12	103917609	103917912
chr12	104872595	104872647
chr12	114707075	114707336
chr12	120883789	120884373
chr12	123431353	123431618
chr12	124758137	124758486
chr12	125422968	125423839
chr12	127380789	127381048
chr12	127650503	127650778
chr12	132205509	132205707
chr13	21807254	21807594
chr13	25796395	25796650
chr13	27488751	27489305
chr13	27909675	27909993
chr13	31191838	31192015
chr13	32739685	32740327
chr13	34515008	34515438
chr13	48640655	48640999
chr13	48646514	48646664
chr13	51103484	51103863
chr13	51305635	51305848
chr13	72671764	72671990
chr13	84515851	84516266
chr13	91244268	91244622
chr13	95585564	95585788
chr13	109624919	109625180
chr13	110775247	110775498
chr13	114539968	114540908
chr14	19012489	19012729
chr14	19018844	19019170
chr14	19039291	19039423
chr14	21220102	21220543
chr14	23005792	23006332
chr14	24139646	24140221
chr14	32814441	32814875
chr14	34766931	34767355
chr14	37290196	37290546
chr14	39493043	39493289
chr14	41606856	41607265
chr14	44577856	44578070
chr14	51066871	51067324
chr14	62431733	62432027
chr14	64235917	64236149
chr14	64240339	64240522
chr14	67399234	67399733
chr14	70477854	70478269
chr14	71331826	71332035
chr14	75419815	75420001
chr14	87680729	87681139
chr14	91975651	91976260
chr14	100573700	100573959
chr14	102553413	102553747
chr15	20020012	20020151
chr15	33437625	33438133
chr15	35727523	35727748
chr15	35800518	35800676
chr15	44937907	44938108
chr15	49160230	49160557
chr15	49917805	49918328
chr15	49981532	49981811
chr15	50357601	50357699
chr15	56497416	56497725
chr15	56532557	56532930
chr15	56922631	56922952
chr15	57359766	57359944
chr15	58439296	58439528
chr15	59457883	59458373
chr15	62554796	62555293
chr15	63449050	63449972
chr15	68132370	68132653
chr15	70013847	70014086
chr15	71656396	71656743
